TF	TG	RE
acrR	acrA	-
acrR	acrB	-
acrR	acrR	-
acrR	micF	-
ada	ada	+-
ada	aidB	+
ada	alkA	+
ada	alkB	+-
adiY	adiA	+
adiY	gadA	+
adiY	gadB	+
adiY	gadC	+
adiY	gadX	+
adiY	gltB	+
adiY	gltD	+
adiY	gltF	+
agaR	agaB	-
agaR	agaC	-
agaR	agaD	-
agaR	agaI	-
agaR	agaR	-
agaR	agaS	-
agaR	agaV	-
agaR	kbaY	-
agaR	kbaZ	-
aidB	aidB	-
alaS	alaS	-
allR	allA	-
allR	allB	-
allR	allS	-
allR	gcl	-
allR	glxK	-
allR	glxR	-
allR	hyi	-
allR	ybbV	-
allR	ybbW	-
allR	ybbY	-
allS	allC	+
allS	allD	+
allS	allE	+
alpA	intA	+
rpiR	alsA	-
rpiR	alsB	-
rpiR	alsC	-
rpiR	alsE	-
rpiR	rpiB	-
rpiR	rpiR	-
appY	appA	+
appY	appB	+
appY	appC	+
appY	hyaA	+
appY	hyaB	+
appY	hyaC	+
appY	hyaD	+
appY	hyaE	+
appY	hyaF	+
appY	yccB	+
araC	araA	+-
araC	araB	+-
araC	araC	+-
araC	araD	+-
araC	araE	+
araC	araF	+
araC	araG	+
araC	araH	+
araC	araJ	+
araC	xylA	-
araC	xylB	-
arcA	aceA	-
arcA	aceB	-
arcA	aceE	-
arcA	aceF	-
arcA	aceK	-
arcA	ackA	+
arcA	acnA	-
arcA	acnB	-
arcA	aldA	-
arcA	appA	+
arcA	appB	+
arcA	appC	+
arcA	arcZ	-
arcA	betA	-
arcA	betB	-
arcA	betI	-
arcA	betT	-
arcA	cadA	-
arcA	cadB	-
arcA	caiA	+
arcA	caiB	+
arcA	caiC	+
arcA	caiD	+
arcA	caiE	+
arcA	caiT	+
arcA	cydA	+
arcA	cydB	+
arcA	cydC	+
arcA	cydD	+
arcA	cyoA	-
arcA	cyoB	-
arcA	cyoC	-
arcA	cyoD	-
arcA	cyoE	-
arcA	dctA	-
arcA	dcuC	+
arcA	fadA	-
arcA	fadB	-
arcA	fadD	-
arcA	fadE	-
arcA	fadH	-
arcA	fadI	-
arcA	fadJ	-
arcA	fadL	-
arcA	fnr	-
arcA	focA	+
arcA	fumA	-
arcA	fumB	+
arcA	fumC	-
arcA	gadA	+
arcA	gadX	+
arcA	gatA	-
arcA	gatB	-
arcA	gatC	-
arcA	gatD	-
arcA	gatY	-
arcA	gatZ	-
arcA	glcA	-
arcA	glcB	-
arcA	glcD	-
arcA	glcE	-
arcA	glcF	-
arcA	glcG	-
arcA	glpA	-
arcA	glpB	-
arcA	glpC	-
arcA	glpD	-
arcA	gltA	-
arcA	hemA	+
arcA	hyaA	+
arcA	hyaB	+
arcA	hyaC	+
arcA	hyaD	+
arcA	hyaE	+
arcA	hyaF	+
arcA	hybA	-
arcA	hybB	-
arcA	hybC	-
arcA	hybD	-
arcA	hybE	-
arcA	hybF	-
arcA	hybG	-
arcA	hybO	-
arcA	icd	-
arcA	iraM	+
arcA	lldD	-
arcA	lldP	-
arcA	lldR	-
arcA	lpd	-
arcA	mdh	-
arcA	moeA	+
arcA	moeB	+
arcA	ndh	+
arcA	nuoA	-
arcA	nuoB	-
arcA	nuoC	-
arcA	nuoE	-
arcA	nuoF	-
arcA	nuoG	-
arcA	nuoH	-
arcA	nuoI	-
arcA	nuoJ	-
arcA	nuoK	-
arcA	nuoL	-
arcA	nuoM	-
arcA	nuoN	-
arcA	oppA	-
arcA	oppB	-
arcA	oppC	-
arcA	oppD	-
arcA	oppF	-
arcA	pflB	+
arcA	prfA	+
arcA	prmC	+
arcA	ptsG	-
arcA	puuA	-
arcA	puuD	-
arcA	puuR	-
arcA	rhaT	-
arcA	rplB	-
arcA	rplC	-
arcA	rplD	-
arcA	rplP	-
arcA	rplV	-
arcA	rplW	-
arcA	rpmC	-
arcA	rpoS	-
arcA	rpsC	-
arcA	rpsJ	-
arcA	rpsQ	-
arcA	rpsS	-
arcA	rutA	+
arcA	rutB	+
arcA	rutC	+
arcA	rutD	+
arcA	rutE	+
arcA	rutF	+
arcA	rutG	+
arcA	sdhA	+-
arcA	sdhB	+-
arcA	sdhC	+-
arcA	sdhD	+-
arcA	sodA	-
arcA	ssb	-
arcA	sucA	+-
arcA	sucB	+-
arcA	sucC	+-
arcA	sucD	+-
arcA	tpx	-
arcA	treB	+
arcA	treC	+
arcA	ubiA	-
arcA	ubiC	-
arcA	uvrA	-
arcA	xylR	+
arcA	ybdN	+
arcA	yccB	+
arcA	ydeA	-
arcA	yfiD	+
argP	argO	+
argP	dapB	+
argP	dnaA	+
argP	dnaN	+
argP	nrdA	+
argP	nrdB	+
argP	recF	+
argR	argA	-
argR	argB	-
argR	argC	-
argR	argD	-
argR	argE	-
argR	argF	-
argR	argG	-
argR	argH	-
argR	argI	-
argR	argR	-
argR	artI	-
argR	artJ	-
argR	artM	-
argR	artP	-
argR	artQ	-
argR	astA	+
argR	astB	+
argR	astC	+
argR	astD	+
argR	astE	+
argR	carA	-
argR	carB	-
argR	gltB	-
argR	gltD	-
argR	gltF	-
argR	hisJ	-
